NAME,LANGUAGE
http://www.cnn.com,"Request (#138): ""https://pippio.com/api/sync?pid=5324&it=1&iv=278c37e93c5af17cf4e57acffb89975d15d4114af20962f103545dd8dea4ae85791426b5417dce21&_=2"""
http://www.cnn.com,"Request (#139): ""https://cm.g.doubleclick.net/pixel?google_cm=&google_nid=krux_digital&google_hm=TWJLRUV1OV8&google_tc="""
http://www.cnn.com,"Request (#140): ""https://beacon.krxd.net/usermatch.gif?google_gid=CAESEDO2vZ5BStdV4JbwIW-K5Mg&google_cver=1"""
http://www.cnn.com,"Request (#141): ""https://ps.eyeota.net/match?bid=gdo9o51&newuser=1&dc_rc=1&dc_mr=5&dc_orig=i0r4o4v&google_gid=CAESEOz7K1Q-uhGzkVPEHQR5GQg&google_cver=1"""
http://www.cnn.com,"Request (#142): ""https://d.turn.com/r/dd/id/L2NzaWQvMS9jaWQvMjg0NTA1NDYvdC8w/url/https://ps.eyeota.net/match?bid=1mpjpn0&turn_id=$!%7BTURN_UUID%7D&newuser=1&dc_rc=2&dc_mr=5&dc_orig=i0r4o4v&"""
http://www.ynet.co.il,"Request (#143): ""https://static.chartbeat.com/js/chartbeat_video.js"""
http://www.ynet.co.il,"Request (#144): ""https://beacon.krxd.net/optout_check?callback=Krux.ns.turnerinternational.kxjsonp_optOutCheck"""
http://www.ynet.co.il,"Request (#145): ""https://cdn.krxd.net/userdata/get?pub=f3b6d00d-676f-48d8-80ef-2b48af61105e&callback=Krux.ns.turnerinternational.kxjsonp_userdata"""
http://www.ynet.co.il,"Request (#146): ""https://analytics.twitter.com/i/adsct?p_id=Twitter&p_user_id=0&txn_id=nyutn&events=%5B%5B%22pageview%22%2Cnull%5D%5D&tw_sale_amount=0&tw_order_quantity=0&tw_iframe_status=0&tpx_cb=twttr.conversion.loadPixels&tw_document_href=https%3A%2F%2Fedition.cnn.com%2F"""
http://www.ynet.co.il,"Request (#147): ""https://www.facebook.com/connect/ping?client_id=80401312489&domain=edition.cnn.com&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2Fj-GHT1gpo6-.js%3Fversion%3D43%23cb%3Df3b1a645c4%26domain%3Dedition.cnn.com%26origin%3Dhttps%253A%252F%252Fedition.cnn.com%252Ff9e21800c%26relation%3Dparent&response_type=token%2Csigned_request&sdk=joey&version=v2.0"""
http://www.ynet.co.il,"Request (#148): ""https://tr.outbrain.com/pixel?marketerId=006eb1f8dded486e0974a6b4a7b9805f5f&obApiVersion=1.0.10&name=PAGE_VIEW&dl=https%3A%2F%2Fedition.cnn.com%2F&bust=0971745178103447"""
http://www.ynet.co.il,"Request (#149): ""https://amplifypixel.outbrain.com/pixel?mid=006eb1f8dded486e0974a6b4a7b9805f5f&dl=https%3A%2F%2Fedition.cnn.com%2F&bust=0971745178103447"""
http://www.ynet.co.il,"Request (#150): ""https://cm.g.doubleclick.net/pixel?google_nid=pippio_dmp&google_cm&google_no_sc&m=CMwpElsKVwgBEJInGlAyNzhjMzdlOTNjNWFmMTdjZjRlNTdhY2ZmYjg5OTc1ZDE1ZDQxMTRhZjIwOTYyZjEwMzU0NWRkOGRlYTRhZTg1NzkxNDI2YjU0MTdkY2UyMRAAGgwI-7uy4QUSBAgCEABCAEoA"""
http://www.ynet.co.il,"Request (#151): ""https://beacon.krxd.net/pixel.gif?source=smarttag&fired=dom%3Abeforeunload&confid=teff18ls8&_kpid=f3b6d00d-676f-48d8-80ef-2b48af61105e&_kcp_s=CNN%20International%20Edition&_kcp_d=edition.cnn.com&_knifr=9&_kua_kx_tz=-120&_kua_kx_lang=en-us&_kua_kx_tech_browser_language=en-us&_kua_kx_tech_browser=Safari&_kua_kx_tech_manufacturer=Other&_kua_kx_tech_device=Computer&_kua_kx_tech_os=Linux&t_navigation_type=0&t_dns=0&t_tcp=0&t_http_request=-1&t_http_response=564&t_content_ready=1581&t_window_load=3799&t_redirect=0&interchange_ran=false&userdata_was_requested=true&userdata_did_respond=false&store_user_after=tnkt4hb7l&_kurl_=https%3A%2F%2Fedition.cnn.com&sview=1&jsonp_requests=https%3A%2F%2Fconsumer.krxd.net%2Fconsent%2Fget%2Ff3b6d00d-676f-48d8-80ef-2b48af61105e%2C366%2Chttps%3A%2F%2Fbeacon.krxd.net%2Foptout_check%2CNaN%2Chttps%3A%2F%2Fcdn.krxd.net%2Fuserdata%2Fget%2CNaN"""
http://www.ynet.co.il,"Request (#152): ""https://events.bouncex.net/track.gif/endpageview?pageview:url=https%253A%252F%252Fedition.cnn.com%252F&pageview:customvariables=%7B%22desktop_ad_visible%22%3Afalse%2C%22mobile_ad_visible%22%3Afalse%2C%22article_page%22%3Afalse%2C%22home_or_section_page%22%3Atrue%2C%22flagship_domain%22%3Afalse%2C%22money_article_page%22%3Afalse%2C%22section_name%22%3A%22intl_homepage%22%2C%22tos%22%3Afalse%2C%22completed_signup%22%3Afalse%2C%22dfp_exclusion%22%3Afalse%2C%22video_playing%22%3Afalse%2C%22breaking_news_present%22%3Atrue%2C%22money_section_page%22%3Afalse%2C%22max_overlays_reached%22%3Afalse%2C%22spa_event_emitter%22%3Afalse%2C%22money_author%22%3Afalse%2C%22special_article%22%3Afalse%2C%22last_session_vid%22%3A1546427898801765%2C%22session_count%22%3A3%2C%22backfill_deployment%22%3A%22%22%2C%22dfp2_detect%22%3A%22not_ready%22%7D&pageview:event=beforeunload&perf:times=%7B%22startTime%22%3A1546427895388%2C%22tag%22%3A2602%2C%22init1request%22%3A2669%2C%22init1%22%3A3507%7D&mode=0&websiteid=340&visitid=1546427898801765&deviceid=2633795162192947058&pageviewid=1&sequenceid=2&clienttimestamp=1546427899244&clientapiversion=tag3&device=d&source=web&agent=user"""
http://www.ynet.co.il,"Request (#153): ""http://www.ynet.co.il/"""
